Id,SalePrice
2,132225.1635549931
4,238074.02513347083
6,181375.0648146856
7,238262.69165614218
17,235808.1457413977
18,317745.12107583194
22,193768.94697877867
27,104859.8290106025
31,119599.304712419
36,148479.6747304376
39,325784.17985605577
40,258306.43458934897
42,299724.8084383349
46,221877.09724041558
53,185014.11524057732
58,191044.07641722058
61,283770.99467720854
72,213195.4234763078
79,137197.15375128662
80,216762.56896695783
82,168008.50029567632
83,112717.09718797792
85,154532.32056934584
88,130425.87033164999
92,292020.529430241
93,280026.98526559095
95,198745.2813826652
102,233274.03795781857
103,192521.5942617578
106,258216.91988857253
107,184437.91330839903
110,232488.65927920706
114,198428.4668042838
116,196026.58584225518
117,153190.43221581168
118,155900.99203565382
125,164745.17306664784
126,183519.51080894412
127,128742.88524925118
128,197766.9375210268
134,130369.81225174728
135,184147.61386954656
137,261462.91649204248
143,140984.33472215795
147,129969.60338999199
148,196602.87721671426
150,108721.29694993497
156,154134.90560931916
157,132537.185037263
159,156884.19882862232
161,266127.4818218965
167,128130.05953142975
170,150361.31411842818
171,89703.42558199207
175,79948.70756404402
179,144247.04797645967
181,120642.82659411717
186,248911.93105039845
193,207053.57077122497
194,80204.69962258972
206,120642.71199870441
208,146699.6951516316
210,161579.75029633823
211,110022.53619771679
212,130214.19214439731
214,97765.83437529003
215,146451.01007247198
217,133651.12363651572
222,144297.95767998305
227,135414.25404623477
228,171537.9694180331
233,216910.66359062173
235,113191.22418743544
238,145381.7132396293
241,170149.29862732554
252,203674.4423468334
253,199512.71770315513
256,149061.19700491615
257,140812.25265219912
258,197700.53692808276
259,181219.47387528018
261,143338.00512320988
263,116972.83182343161
266,243908.0466732648
267,219734.01974022994
270,164210.7652363282
271,260705.45647603372
276,96889.59008896523
285,157488.26768146182
288,64943.73409632791
289,136737.17865935253
290,138823.0282198108
291,111472.4143564234
292,124372.65869377248
293,193046.94311204678
294,225799.1076401972
295,183000.83068953478
304,142434.38966514613
322,288926.0197802575
326,158045.9994292737
327,79330.78379637732
328,116072.19416608808
331,53940.613572370756
332,56284.866918749365
333,74489.87737668944
335,146000.09530201895
337,183745.9087652844
342,139666.0201035717
343,199909.6804366177
347,184827.97559544037
350,300900.143877326
352,224336.0848711204
358,167969.06307774218
359,176239.02251487173
360,152759.0647626372
368,293077.24838467425
369,235051.207733677
373,201136.79620970003
377,244409.27247264178
383,171797.8616218514
386,237330.31291744334
387,239351.86924752366
390,174654.75794450898
391,157252.8032065174
395,168628.34237777506
397,128539.80581767781
398,105714.62682951964
401,93712.11563820885
404,135405.49452171818
408,123853.40801745074
409,140640.6566145959
410,152029.18020558558
418,141002.39752356702
422,375785.4669349834
427,308855.96816338727
431,357686.13662624074
433,407047.4805565913
437,310142.9135913132
438,268532.905005337
442,317729.3680591809
447,223991.97053660604
459,304456.3520567756
460,269107.7160203258
464,202440.16439705418
465,194370.64521674725
467,174188.76097141794
468,174163.7454547673
474,179579.51341662265
480,204138.91678103435
481,212592.90464313398
483,229798.58592794635
488,187033.53693193756
492,181442.07707273032
494,172981.7009265195
499,322429.43235343776
500,277689.3834793878
501,295469.0872898204
503,254153.77957347655
506,221082.95631508264
508,269872.04113437305
511,287396.7004782167
515,239669.0109017071
519,246625.3135153955
521,284465.48524631304
530,228866.0898453719
532,231796.35302264467
534,191970.612271127
540,193633.40206065596
541,117074.25687390694
551,163325.1657923094
552,152846.2216006348
554,121588.34877141453
555,120460.30660539813
556,122654.03281442943
557,142940.14615825226
565,235076.92093367112
566,257022.58087868386
567,166575.25902280194
569,206294.11144970657
570,201130.2415446397
574,261993.2002158609
575,295903.95065507875
576,206281.9730172798
577,206247.5760627218
578,228669.18028412765
583,237988.28626957996
584,218723.75316651876
585,157290.85320129068
587,199197.0479760672
593,241474.16229989225
597,219972.76661148918
598,186560.6452463145
599,163683.38412209437
600,100669.9501761927
605,177397.48006996536
607,168120.9189152564
608,160547.9076576465
611,177412.22884309824
616,132230.50095485896
625,187824.24479843458
629,181891.71411350172
